updated_at,ticker,company,sector,theme,universe_roles,primary_purpose,usefulness_level,score,quote_status,performance_status,chart_status,reason_in_universe,next_action
2026/05/22 12:54,6869.T,シスメックス,医療機器,検査機器,NISA 1年保有,NISA 1年保有,C データ補完後に判定,4,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,2802.T,味の素,食品,食品・ヘルスケア,指数比較・大型代表 / NISA 1年保有,NISA 1年保有,C データ補完後に判定,19,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,指数・投信と比べる基準になる大型代表 / 1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,2801.T,キッコーマン,食品,海外食品,NISA 1年保有,NISA 1年保有,C データ補完後に判定,7,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,2502.T,アサヒGHD,飲料,酒類・海外,NISA 1年保有,NISA 1年保有,C データ補完後に判定,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,2503.T,キリンHD,飲料,飲料・医薬,NISA 1年保有,NISA 1年保有,C データ補完後に判定,14,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,4452.T,花王,生活必需品,日用品・値上げ,指数比較・大型代表 / NISA 1年保有,NISA 1年保有,C データ補完後に判定,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,指数・投信と比べる基準になる大型代表 / 1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,4911.T,資生堂,化粧品,中国・免税,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,12,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,8113.T,ユニ・チャーム,生活必需品,アジア・衛生用品,NISA 1年保有,NISA 1年保有,C データ補完後に判定,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,9843.T,ニトリHD,小売,家具・円高メリット,NISA 1年保有,NISA 1年保有,C データ補完後に判定,-3,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,7532.T,パン・パシフィック,小売,ディスカウント・インバウンド,NISA 1年保有,NISA 1年保有,C データ補完後に判定,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,4661.T,オリエンタルランド,レジャー,テーマパーク,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,3,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,2413.T,エムスリー,医療IT,医療DX,テンバガー探索,テンバガー探索,C データ補完後に判定,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長・変化率・時価総額余地を観察する枠 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,4689.T,LINEヤフー,ネット,広告・EC,テンバガー探索,テンバガー探索,C データ補完後に判定,4,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長・変化率・時価総額余地を観察する枠 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,4755.T,楽天グループ,ネット/通信,EC・金融・通信,テンバガー探索,テンバガー探索,C データ補完後に判定,5,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長・変化率・時価総額余地を観察する枠 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,4751.T,サイバーエージェント,ネット広告,広告・ゲーム,テンバガー探索,テンバガー探索,C データ補完後に判定,4,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長・変化率・時価総額余地を観察する枠 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,4385.T,メルカリ,ネット,フリマ・FinTech,テンバガー探索,テンバガー探索,C データ補完後に判定,17,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長・変化率・時価総額余地を観察する枠 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,2432.T,ディー・エヌ・エー,ゲーム/IT,ゲーム・スポーツ,テンバガー探索,テンバガー探索,C データ補完後に判定,7,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長・変化率・時価総額余地を観察する枠 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,7832.T,バンダイナムコHD,ゲーム/IP,IP・ゲーム,補助比較,補助比較,D 低優先・比較のみ,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,9766.T,コナミグループ,ゲーム/IP,ゲーム・スポーツ,補助比較,補助比較,D 低優先・比較のみ,7,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,9697.T,カプコン,ゲーム,ゲームIP,補助比較,補助比較,D 低優先・比較のみ,4,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,3659.T,ネクソン,ゲーム,オンラインゲーム,テンバガー探索,テンバガー探索,C データ補完後に判定,-3,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,成長・変化率・時価総額余地を観察する枠 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,1925.T,大和ハウス工業,住宅/建設,住宅・物流施設,NISA 1年保有,NISA 1年保有,C データ補完後に判定,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,1年保有テストで安定性や配当/業績の確認対象 / 財務/業績データ補完が必要,J-QuantsまたはEDINET XBRLで財務・業績を補完してから再判定する
2026/05/22 12:54,1801.T,大成建設,建設,インフラ・防災,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,5,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,1802.T,大林組,建設,インフラ・防災,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,6,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,1803.T,清水建設,建設,インフラ・防災,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,6,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,1812.T,鹿島,建設,インフラ・防災,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,10,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,9020.T,JR東日本,鉄道,交通・インバウンド,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,6,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,9022.T,JR東海,鉄道,新幹線・リニア,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,0,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
2026/05/22 12:54,9021.T,JR西日本,鉄道,交通・インバウンド,景気・マクロ感応,景気・マクロ感応,D 低優先・比較のみ,1,取得失敗: HTTP 500,取得失敗: HTTP 500,取得,金利・円安・資源・消費など市場環境の影響を測る / 財務/業績データ補完が必要,代表性が低い場合は次回母集団から外す候補にする
